Date;consumption
2019-10-30;12508.807918
2019-11-03;8374.781045
2019-11-08;14024.583638
2019-11-17;14275.041063
2019-12-07;13394.726006
2019-12-19;12757.040568
2019-12-24;10215.536602
2019-12-31;15598.735558000002
2020-01-10;14091.473041999998
2020-01-20;16391.628735
2020-01-28;14626.006072999999
2020-01-31;12962.71771
2020-02-02;9170.145169
2020-02-04;13290.231085
2020-02-15;10891.515092
2020-02-19;14336.800119999998
2020-02-22;10940.458171
2020-02-24;12938.559722999997
2020-02-25;12308.769645
2020-02-28;16267.498723
2020-03-01;11305.700014
2020-03-02;14750.056944999998
2020-03-04;15657.025335
2020-03-13;14213.436209
2020-03-15;10406.832268
2020-03-24;10759.282859
2020-04-02;10595.884682
2020-04-03;8876.480556
2020-04-10;4758.569925
2020-04-16;6640.042409000001
2020-04-24;5012.922323
2020-04-29;5244.410548000002
2020-05-02;5558.979531000001
2020-05-18;5872.2517400000015
2020-05-19;6553.378479
2020-05-22;5949.639351
2020-05-30;3720.183899
2020-06-11;7399.939745999999
2020-06-17;6482.758029000001
2020-06-20;5549.877552
2020-06-22;6230.5991490000015
2020-06-27;5072.2703569999985
2020-06-28;4208.766246
2020-07-02;5290.3249780000015
2020-07-07;4608.4152060000015
2020-07-16;4594.625264
2020-07-19;3448.4233729999996
2020-07-21;4134.01888
2020-07-26;3334.735597
2020-07-29;3897.3681509999997
2020-07-30;3811.089607
2020-07-31;3592.3403450000005
2020-08-01;3220.253384
2020-08-02;3378.0441530000003
2020-08-04;3688.2215880000003
2020-08-05;3644.607639
2020-08-19;4570.398779
2020-08-20;5116.6645899999985
2020-08-23;3343.6810379999997
2020-08-27;5025.518377
2020-08-29;4007.3638079999996
2020-09-08;6173.597503
2020-09-10;5651.955784000001
2020-09-13;4932.981481
2020-09-18;5518.193837000002
2020-09-25;6300.785295000001
2020-09-26;5034.860576
2020-09-29;9170.653213
2020-09-30;8870.182566
2020-10-01;9022.374031
2020-10-02;9510.550542
2020-10-03;7818.5676189999995
2020-10-07;10299.775542
2020-10-11;8623.331035
2020-10-16;11814.029617
2020-10-21;10260.514668000002
2020-11-02;8004.7159
2020-11-06;12361.880298
2020-11-09;11182.136365
2020-11-11;9724.198919
2020-11-14;9175.670619
2020-11-15;8161.964441
2020-11-16;11442.09686
2020-11-17;12519.882529
2020-11-21;13765.601340000001
2020-11-22;13494.184076
2020-11-29;14248.619697999999
2020-12-11;16699.921036
2020-12-15;14032.422518000001
2020-12-18;14782.3916
2020-12-22;10974.055062
2021-01-08;16348.418091
2021-01-11;18071.817285
2021-01-16;15889.208573999998
2021-01-19;15038.723465000001
2021-01-21;11734.067733999998
2021-01-26;16642.506135
2021-01-30;9894.813407
2021-02-01;13452.480797
2021-02-02;12632.466687
2021-02-05;13048.711944
2021-02-08;15201.333927000001
2021-02-13;18554.853887999998
2021-02-15;17364.187612
2021-02-20;9879.146594
2021-02-21;9687.788766
2021-02-22;12172.245532
2021-02-28;10650.500062
2021-03-07;11422.443766
2021-03-09;13871.127106
2021-03-11;10910.83854
2021-03-13;9904.779054
2021-03-20;13438.835199000001
2021-03-22;13317.824712
2021-03-24;13066.658593
2021-03-26;11688.598295
2021-03-28;9403.158056999999
2021-04-24;8389.614908
2021-05-01;7450.758583
2021-05-03;10881.043525000005
2021-05-05;10547.98626
2021-05-06;10681.252703999997
2021-04-16;13623.342213
2021-05-10;6156.5210240000015
2021-04-17;11894.095071
2021-05-11;7224.828006000001
2021-04-20;11997.981967
2021-04-22;10453.40392
2021-05-14;6732.890592999995
2021-04-26;10859.493606
2021-04-29;9964.537502
2021-05-02;9531.279736
2021-05-02;9226.995856000003
2021-05-04;8586.371739
